Code,LocalCode,Name,G0,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,RebateAtchison,RebateAtchisonCode,PeerGroup,OptimiserCategory,Type,Hurdle,E-score,S-score,G-score,ESG-score,Controversy-score,Controversy-Items,Unnamed:30,Citicode,LastPrice,MarketCap,Exchange,MktVolume,ShortSell%,Date,BasicEPS,TotalRevenues,DividendperShare-Net,TotalAssets,TotalLiabilities,GrowthofNetIncome(%),GrowthofNetSales(%),GrowthofFreeCashFlow(%),ReturnonTotalEquity(%),PayoutRatio,TotalDebt/TotalAssets,NetProfitMargin(%),InterestCover(EBIT),Unnamed:51,Unnamed:52,YieldtoMaturity,IRDuration,CreditDuration,AvCreditRating,AAA_ModDur,AA_ModDur,A_ModDur,BBB_ModDur,BB_ModDur,B_ModDur,CCC_ModDur,NotRated_ModDur,CashEq_ModDur,Gov_ModDur,Corporates_ModDur,Securitised_ModDur,Other_ModDur,CashEq_ModDur.1,AAA_CredSprDur,AA_CredSprDur,A_CredSprDur,BBB_CredSprDur,BB_CredSprDur,B_CredSprDur,CCC_CredSprDur,NotRated_CredSprDur,CashEq_CredSprDur,Gov_CredSprDur,Corporates_CredSprDur,Securitised_CredSprDur,Other_CredSprDur,CashEq_CredSprDur.1,Unnamed:85,FE_Objective,FE_PerformanceFee,FE_PrimaryManager,FE_PrimaryManagerStartDate,FE_PrimaryManagerBiography,FE_Benchmark,FE_CrownRating,FE_FundSize,FE_HistoryStart,FE_PortfolioTurnoverRatio,FE_AverageMaturityDate,FE_LonsecRating,FE_MstarAnalystRating,FE_AnnualCharge,PE_Ratio,EarningsYield,PriceBook
LW.NYS,nan,LAMB WESTON HOLDINGS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,New York Stock Exchange Inc.,USD,United States,,Food Beverage & Tobacco - 3020,Food Products - 302020,Packaged Foods & Meats - 30202030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,10205,102.05,14733213421.0,NYS,1279406.0,0.0,,11.756464,9636883740.0,1.700832,10698992580.0,8166423360.0,137.2677,40.701,103.1105,100.299,0.139805,0.515222,17.7074,9.490709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08680331092750337,2.0,4.029504867787976e-06
ESS.NYS,nan,ESSEX PROPERTY TRUST REIT INC,Growth,International Shares,Global Shares,Global Shares,Real Estate - 60,New York Stock Exchange Inc.,USD,United States,,Equity Real Estate Investment Trusts (REITs) - 6010,Residential REITs - 601060,Multi-Family Residential REITs  - 60106010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,23437,234.37,15047373592.0,NYS,297849.0,0.0,,9.265751,2464495452.0,13.55508,18134213409.0,9880602948.0,-0.6098,3.8947,1.7566,7.4591,1.446377,0.507289,24.1568,2.518015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25294226015786525,2.0,2.8396057835228144e-06
K.NYS,nan,KELLANOVA,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,New York Stock Exchange Inc.,USD,United States,,Food Beverage & Tobacco - 3020,Food Products - 302020,Packaged Foods & Meats - 30202030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5483,54.83,18679389270.0,NYS,1973962.0,0.0,,4.07826,19249974000.0,3.43278,22916007000.0,17973684000.0,-0.9375,3.7066,23.6413,20.3512,0.841219,0.41777,7.2473,4.623762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134444591566011,2.0,1.109397342100061e-06
TSN.NYS,nan,TYSON FOODS INC CLASS A,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,New York Stock Exchange Inc.,USD,United States,,Food Beverage & Tobacco - 3020,Food Products - 302020,Packaged Foods & Meats - 30202030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,5320,53.2,15233251984.0,NYS,2383353.0,0.0,,-3.556489,77662980000.0,2.83131,53906382000.0,27077886000.0,-135.224,-1.2479,-48.6122,-4.4911,-0.78413,0.263375,-1.6188,1.81117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1495857290715647,-2.0,1.9829661714916857e-07
AMCR.NYS,nan,AMCOR PLC,Growth,International Shares,Global Shares,Global Shares,Materials - 15,New York Stock Exchange Inc.,USD,United States,,Materials - 1510,Containers & Packaging - 151030,Paper & Plastic Packaging Products & Materials - 15103020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,909,9.09,13129079797.0,NYS,6261486.0,0.0,,0.648291,20587878000.0,0.726165,24538509000.0,18630900000.0,-39.8503,-6.2587,-9.1379,15.4776,1.110419,0.457105,4.5817,3.840625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1402148109413828,2.0,1.5386935729835876e-07
SWK.NYS,nan,STANLEY BLACK & DECKER INC,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,New York Stock Exchange Inc.,USD,United States,,Capital Goods - 2010,Machinery - 201060,Industrial Machinery & Supplies & Components - 20106020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,8957,89.57,13776051141.0,NYS,643663.0,0.0,,-3.041738,23150873700.0,4.72374,34714794600.0,21429495900.0,-129.2235,-6.8818,-34.2294,-3.0015,-1.554267,0.324694,-1.9675,1.111548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2944698064067319,-2.0,6.74203885231425e-07
CAG.NYS,nan,CONAGRA BRANDS INC,Growth,International Shares,Global Shares,Global Shares,Consumer Staples - 30,New York Stock Exchange Inc.,USD,United States,,Food Beverage & Tobacco - 3020,Food Products - 302020,Packaged Foods & Meats - 30202030,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,2778,27.78,13278979678.0,NYS,2904991.0,0.0,,3.128995,18484247340.0,2.065296,33591432000.0,19811351880.0,44.5063,1.0879,2.3923,11.0555,0.649578,0.410018,8.0932,4.355667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0887825004514229,2.0,2.0159534457046396e-07
DPZ.NYS,nan,DOMINOS PIZZA INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,New York Stock Exchange Inc.,USD,United States,,Consumer Services - 2530,"Hotels, Restaurants & Leisure - 253010",Restaurants - 25301040,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,44723,447.23,15567865655.0,NYS,226404.0,0.0,,21.707739,6571218186.0,7.10028,2457076833.0,8428305222.0,14.7823,-1.2739,10.979,-12.5703,0.327039,3.11022,11.5891,4.171869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20602329887972215,2.0,-7.489748689296031e-06
BBY.NYS,nan,BEST BUY CO INC,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,New York Stock Exchange Inc.,USD,United States,,Consumer Discretionary Distribution & Retail - 2550,Specialty Retail - 255040,Computer & Electronics Retail - 25504020,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7792,77.92,16783653982.0,NYS,3577152.0,0.0,,8.750845,66703165200.0,5.649168,22975841700.0,18289181400.0,-12.544,-6.1471,-14.4284,42.4418,0.645447,0.266051,2.856,33.211538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08904282957817217,2.0,1.6625911632639558e-06
CCL.NYS,nan,CARNIVAL CORP,Growth,International Shares,Global Shares,Global Shares,Consumer Discretionary - 25,New York Stock Exchange Inc.,USD,United States,,Consumer Services - 2530,"Hotels, Restaurants & Leisure - 253010","Hotels, Resorts & Cruise Lines - 25301020",,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,1600,16.0,17911128464.0,NYS,20624705.0,0.0,,-0.088548,32607589300.0,0.0,74176112000.0,63783603800.0,98.7854,77.4426,432.1428,-1.0611,0.0,0.649572,-0.3427,0.940948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8069295749198175,-0.553425,1.5395705918230596e-07
MAS.NYS,nan,MASCO CORP,Growth,International Shares,Global Shares,Global Shares,Industrials - 20,New York Stock Exchange Inc.,USD,United States,,Capital Goods - 2010,Building Products - 201020,Building Products - 20102010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,7760,77.6,17053758956.0,NYS,1003609.0,0.0,,5.920159,11687589000.0,1.679715,7867521000.0,7697349000.0,7.5829,-8.2142,4.0593,-1523.8095,0.283039,0.606004,11.397,12.90566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13107756058578832,2.0,4.560092142068025e-05
SYF.NYS,nan,SYNCHRONY FINANCIAL,Growth,International Shares,Global Shares,Global Shares,Financials - 40,New York Stock Exchange Inc.,USD,United States,,Financial Services - 4020,Consumer Finance - 402020,Consumer Finance - 40202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,4105,41.05,16700929862.0,NYS,3922598.0,0.0,,7.648461,11240154000.0,1.40832,172000000000.0,152000000000.0,-25.7957,14.6545,29.5983,16.7164,0.200178,0.136041,29.209,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0536709280468319,2.0,2.0525e-07
LYV.NYS,nan,LIVE NATION ENTERTAINMENT INC,Growth,International Shares,Global Shares,Global Shares,Communication Services - 50,New York Stock Exchange Inc.,USD,United States,,Media & Entertainment - 5020,Entertainment - 502020,Movies & Entertainment - 50202010,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,9715,97.15,22288285901.0,NYS,1444193.0,0.0,,2.026608,33372890091.0,0.0,27981624015.0,25809193593.0,90.3062,36.375,35.9289,65.4346,0.0,0.442377,2.476,3.119902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.479372429201898,2.0,4.4719498961242285e-06
CFG.NYS,nan,CITIZENS FINANCIAL GROUP INC,Growth,International Shares,Global Shares,Global Shares,Financials - 40,New York Stock Exchange Inc.,USD,United States,,Banks - 4010,Banks - 401010,Regional Banks - 40101015,,,,,,World Large Blend Equity,International Equities - Unhedged,IEQStock,,,,,,,,,3163,31.63,14510475148.0,NYS,3818231.0,0.0,,4.603968,11056779000.0,2.46456,326000000000.0,290000000000.0,-22.4312,-1.2941,45.1754,6.6955,0.577114,0.074385,21.3347,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06870160696164698,2.0,8.786111111111111e-08
